0.000593,0.000593,0,0
0.427239,0.427239,1,0
0.751673,0.751673,1,1
-5.028379,-5.028379,1,2
-0.246704,-0.246704,1,3
0.018201,0.018201,1,4
3.473691,3.473691,1,5
0.354345,0.354345,1,6
-5.897788,-5.897788,1,7
-8.238893,-8.238893,1,8
-2.335002,-2.335002,1,9
8.117027,8.117027,1,10
1.882750,1.882750,1,11
0.402421,0.402421,1,12
-9.541881,-9.541881,1,13
-22.013392,-22.013392,1,14
-6.783490,-6.783490,1,15
0.227540,0.227540,1,16
0.739813,0.739813,1,17
-13.957317,-13.957317,1,18
-7.295084,-7.295084,1,19
-8.374899,-8.374899,1,20
-0.059263,-0.059263,1,21
0.368960,0.368960,1,22
-0.177606,-0.177606,1,23
-0.724977,-0.724977,1,24
-0.349277,-0.349277,1,25
6.100419,6.100419,1,26
4.343271,4.343271,1,27
0.193214,0.193214,1,28
-1.421419,-1.421419,1,29
-0.908222,-0.908222,1,30
7.578361,7.578361,1,31
1.090793,1.090793,1,32
-0.075983,-0.075983,1,33
-0.609080,-0.609080,1,34
-2.235119,-2.235119,1,35
0.338266,0.338266,1,36
12.809261,12.809261,1,37
3.881086,3.881086,1,38
-7.252634,-7.252634,1,39
-7.379338,-7.379338,1,40
5.002254,5.002254,1,41
0.061488,0.061488,1,42
33.509245,33.509245,1,43
18.772324,18.772324,1,44
7.507171,7.507171,1,45
4.675524,4.675524,1,46
3.664951,3.664951,1,47
0.737316,0.737316,1,48
-2.280927,-2.280927,1,49
-7.199344,-7.199344,1,50
-10.658196,-10.658196,1,51
-0.306500,-0.306500,1,52
6.574925,6.574925,1,53
1.702141,1.702141,1,54
-0.660640,-0.660640,1,55
-1.102085,-1.102085,1,56
1.098183,1.098183,1,57
4.016331,4.016331,1,58
7.391188,7.391188,1,59
-4.169617,-4.169617,1,60
-15.337343,-15.337343,1,61
-0.302151,-0.302151,1,62
0.197747,0.197747,1,63
0.047820,0.047820,1,64
-1.040733,-1.040733,1,65
-5.014487,-5.014487,1,66
-5.578883,-5.578883,1,67
2.743049,2.743049,1,68
0.944512,0.944512,1,69
-0.045445,-0.045445,1,70
-18.850571,-18.850571,1,71
-9.005400,-9.005400,1,72
6.431342,6.431342,1,73
4.463023,4.463023,1,74
-7.012273,-7.012273,1,75
-0.625755,-0.625755,1,76
-0.382738,-0.382738,1,77
1.581423,1.581423,1,78
4.768977,4.768977,1,79
0.595667,0.595667,1,80
-2.315049,-2.315049,1,81
-2.981912,-2.981912,1,82
1.061437,1.061437,1,83
4.300808,4.300808,1,84
0.783385,0.783385,1,85
-0.244340,-0.244340,1,86
-1.432324,-1.432324,1,87
-0.114855,-0.114855,1,88
0.190381,0.190381,1,89
1.467085,1.467085,1,90
-2.765380,-2.765380,1,91
-4.883446,-4.883446,1,92
-0.705821,-0.705821,1,93
4.637143,4.637143,1,94
7.183758,7.183758,1,95
4.695098,4.695098,1,96
-29.987926,-29.987926,1,97
-4.750056,-4.750056,1,98
-0.182540,-0.182540,1,99
